Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn,Risk_Level
16947.0,236,5,955.21,2,4,3,243,At Risk,1,Medium Risk
16977.0,395,4,496.0,2,4,2,242,At Risk,1,High Risk
17003.0,402,4,828.21,2,4,3,243,At Risk,1,High Risk
17021.0,442,6,1182.22,1,4,3,143,At Risk,1,High Risk
17032.0,548,8,2984.32,1,5,5,155,At Risk,1,High Risk
17035.0,246,4,613.59,2,4,3,243,At Risk,1,Medium Risk
17051.0,194,4,706.49,2,4,3,243,At Risk,1,Medium Risk
17062.0,314,6,889.75,2,4,3,243,At Risk,1,High Risk
17113.0,574,6,2305.59,1,4,4,144,At Risk,1,High Risk
17127.0,429,5,1155.0300000000002,1,4,3,143,At Risk,1,High Risk
17137.0,416,6,1099.81,1,4,3,143,At Risk,1,High Risk
17138.0,276,7,4417.27,2,4,5,245,At Risk,1,Medium Risk
17141.0,418,4,727.58,1,4,3,143,At Risk,1,High Risk
17142.0,239,4,1275.25,2,4,4,244,At Risk,1,Medium Risk
17145.0,513,4,3120.91,1,4,5,145,At Risk,1,High Risk
17150.0,377,6,1357.95,2,4,4,244,At Risk,1,High Risk
17152.0,195,4,2016.5,2,4,4,244,At Risk,1,Medium Risk
17165.0,284,6,1794.32,2,4,4,244,At Risk,1,Medium Risk
17200.0,387,4,356.71,2,4,2,242,At Risk,1,High Risk
17230.0,264,18,9388.49,2,5,5,255,At Risk,1,Medium Risk
17239.0,313,4,1189.45,2,4,3,243,At Risk,1,High Risk
17241.0,385,12,2736.64,2,5,4,254,At Risk,1,High Risk
17281.0,374,6,797.8499999999999,2,4,3,243,At Risk,1,High Risk
17307.0,395,11,3999.8900000000003,2,5,5,255,At Risk,1,High Risk
17322.0,376,5,922.59,2,4,3,243,At Risk,1,High Risk
17332.0,528,5,838.27,1,4,3,143,At Risk,1,High Risk
17342.0,380,4,1227.54,2,4,4,244,At Risk,1,High Risk
17343.0,355,6,1259.94,2,4,4,244,At Risk,1,High Risk
17356.0,312,5,946.47,2,4,3,243,At Risk,1,High Risk
17358.0,303,5,861.01,2,4,3,243,At Risk,1,High Risk
17362.0,239,7,1024.04,2,4,3,243,At Risk,1,Medium Risk
17375.0,199,4,660.55,2,4,3,243,At Risk,1,Medium Risk
17406.0,333,13,4186.95,2,5,5,255,At Risk,1,High Risk
17438.0,254,5,1422.77,2,4,4,244,At Risk,1,Medium Risk
17448.0,497,46,14523.67,1,5,5,155,At Risk,1,High Risk
17454.0,192,10,1547.94,2,5,4,254,At Risk,1,Medium Risk
17465.0,426,7,2542.79,1,4,4,144,At Risk,1,High Risk
17472.0,191,4,922.35,2,4,3,243,At Risk,1,Medium Risk
17496.0,359,4,1412.89,2,4,4,244,At Risk,1,High Risk
17504.0,206,18,9490.17,2,5,5,255,At Risk,1,Medium Risk
17508.0,281,8,4579.23,2,5,5,255,At Risk,1,Medium Risk
17539.0,618,4,1176.84,1,4,3,143,At Risk,1,High Risk
17548.0,234,4,731.26,2,4,3,243,At Risk,1,Medium Risk
17550.0,197,9,2506.64,2,5,4,254,At Risk,1,Medium Risk
17578.0,218,7,1047.33,2,4,3,243,At Risk,1,Medium Risk
17580.0,253,5,541.02,2,4,2,242,At Risk,1,Medium Risk
17582.0,236,5,1446.95,2,4,4,244,At Risk,1,Medium Risk
17597.0,214,5,3484.09,2,4,5,245,At Risk,1,Medium Risk
17604.0,217,6,942.38,2,4,3,243,At Risk,1,Medium Risk
17610.0,540,5,1511.94,1,4,4,144,At Risk,1,High Risk
17639.0,276,6,615.17,2,4,3,243,At Risk,1,Medium Risk
17646.0,219,12,3898.79,2,5,5,255,At Risk,1,Medium Risk
17681.0,597,5,731.2,1,4,3,143,At Risk,1,High Risk
17691.0,358,4,637.5500000000001,2,4,3,243,At Risk,1,High Risk
17713.0,382,4,1198.09,2,4,3,243,At Risk,1,High Risk
17714.0,321,5,1410.18,2,4,4,244,At Risk,1,High Risk
17726.0,395,7,1092.06,2,4,3,243,At Risk,1,High Risk
17732.0,373,8,2166.42,2,5,4,254,At Risk,1,High Risk
17740.0,389,6,426.9,2,4,2,242,At Risk,1,High Risk
17746.0,240,4,904.1800000000001,2,4,3,243,At Risk,1,Medium Risk
17753.0,464,4,382.06,1,4,2,142,At Risk,1,High Risk
17763.0,263,4,86.15,2,4,1,241,At Risk,1,Medium Risk
17770.0,199,5,1143.27,2,4,3,243,At Risk,1,Medium Risk
17808.0,549,4,262.64,1,4,1,141,At Risk,1,High Risk
17822.0,420,5,2162.93,1,4,4,144,At Risk,1,High Risk
17825.0,599,4,701.96,1,4,3,143,At Risk,1,High Risk
17829.0,299,5,4756.74,2,4,5,245,At Risk,1,Medium Risk
17845.0,555,4,596.09,1,4,2,142,At Risk,1,High Risk
17849.0,218,8,1063.76,2,5,3,253,At Risk,1,Medium Risk
17850.0,372,155,51208.87,2,5,5,255,At Risk,1,High Risk
17851.0,422,6,1552.35,1,4,4,144,At Risk,1,High Risk
17860.0,369,4,717.39,2,4,3,243,At Risk,1,High Risk
17862.0,324,4,1254.89,2,4,4,244,At Risk,1,High Risk
17871.0,205,5,1068.95,2,4,3,243,At Risk,1,Medium Risk
17889.0,212,7,746.42,2,4,3,243,At Risk,1,Medium Risk
17908.0,374,5,1142.47,2,4,3,243,At Risk,1,High Risk
17912.0,310,6,374.55,2,4,2,242,At Risk,1,High Risk
17952.0,378,4,788.46,2,4,3,243,At Risk,1,High Risk
17955.0,199,6,949.9,2,4,3,243,At Risk,1,Medium Risk
17963.0,471,4,643.16,1,4,3,143,At Risk,1,High Risk
17968.0,374,4,590.4399999999999,2,4,2,242,At Risk,1,High Risk
17978.0,365,4,1159.99,2,4,3,243,At Risk,1,High Risk
17990.0,237,6,1527.6100000000001,2,4,4,244,At Risk,1,Medium Risk
18002.0,376,4,244.37,2,4,1,241,At Risk,1,High Risk
18009.0,235,8,2144.23,2,5,4,254,At Risk,1,Medium Risk
18025.0,380,6,1177.72,2,4,3,243,At Risk,1,High Risk
18039.0,374,4,548.22,2,4,2,242,At Risk,1,High Risk
18051.0,634,7,2282.28,1,4,4,144,At Risk,1,High Risk
18071.0,258,6,1169.68,2,4,3,243,At Risk,1,Medium Risk
18078.0,217,4,725.53,2,4,3,243,At Risk,1,Medium Risk
18085.0,330,4,1341.8500000000001,2,4,4,244,At Risk,1,High Risk
18095.0,313,5,2303.09,2,4,4,244,At Risk,1,High Risk
18106.0,330,6,1441.06,2,4,4,244,At Risk,1,High Risk
18190.0,192,5,745.62,2,4,3,243,At Risk,1,Medium Risk
18214.0,531,4,1780.34,1,4,4,144,At Risk,1,High Risk
18218.0,211,4,1121.84,2,4,3,243,At Risk,1,Medium Risk
18220.0,227,6,1921.76,2,4,4,244,At Risk,1,Medium Risk
18231.0,192,28,6854.17,2,5,5,255,At Risk,1,Medium Risk
18239.0,219,6,1712.26,2,4,4,244,At Risk,1,Medium Risk
18258.0,464,6,2059.67,1,4,4,144,At Risk,1,High Risk
